condition,fly_id,choice,completed,latency_s,distance_mm,odor_b_side,random_seed,circuit_seed,last_x_mm,last_y_mm,weight_a,weight_b,physical_training,physics_ticks,control_updates,continued_after_choice,observation_distance_mm,observation_end_s,termination_reason
dan_silenced,34,none,False,,47.59117654729283,right,4161493998,4137236358,28.874168350524766,1.3455767899999713,0.0,0.5486626363061716,False,20000,500,True,47.59117654729283,2.0,test_window_complete
dan_silenced,35,B,True,0.9453,22.907856175705554,right,622810370,2418480088,26.942222545133387,-8.611912455918038,0.0,0.5303756275048461,False,20000,500,True,47.59648455897713,2.0,test_window_complete
dan_silenced,36,B,True,1.4389,34.479346159972785,right,3205717296,1725745693,28.244177512739952,-4.709262404910319,0.0,0.5826525029520302,False,20000,500,True,47.67619757868335,2.0,test_window_complete
dan_silenced,37,A,True,0.9267000000000001,22.705995303016568,right,2641484167,2232530563,27.590620639794256,4.90671789760286,0.0,0.5516590205216595,False,20000,500,True,47.642811862541656,2.0,test_window_complete
dan_silenced,38,A,True,1.1498000000000002,27.790020370738578,right,485281044,4041841091,27.48403554909285,7.055958799672828,0.0,0.5895689036686186,False,20000,500,True,47.68637044921357,2.0,test_window_complete
dan_silenced,39,B,True,0.8988,22.067681818036352,right,1220856037,1985799328,27.4450795469254,-7.041595345856956,0.0,0.5278405390315237,False,20000,500,True,47.79289782771309,2.0,test_window_complete
dan_silenced,40,B,True,1.5611000000000002,37.20764092035545,left,2712757873,3806212997,21.33130449313839,8.787910326891666,0.0,0.551913458203127,False,20000,500,True,47.27543954629096,2.0,test_window_complete
dan_silenced,41,A,True,0.9381,22.8299042173622,left,633531394,3071536981,26.944495183567973,-8.73337447505819,0.0,0.5167413376734672,False,20000,500,True,47.698409025575664,2.0,test_window_complete
dan_silenced,42,none,False,,47.520412211731234,right,1088153248,896331821,28.698497974235227,-0.8966409487064636,0.0,0.5778738151580802,False,20000,500,True,47.520412211731234,2.0,test_window_complete
dan_silenced,43,A,True,0.9058,22.187449908281057,right,2276546063,658987709,23.907458030425264,14.747293360671545,0.0,0.5486392311681991,False,20000,500,True,48.03795615549715,2.0,test_window_complete
dan_silenced,44,none,False,,47.405388492360224,left,2066014223,274102084,8.518824244566535,-22.91807176005017,0.0,0.5482853163844758,False,20000,500,True,47.405388492360224,2.0,test_window_complete
dan_silenced,45,B,True,1.024,24.989530534880206,left,1516483357,3398928728,20.9684310875936,18.450400337769988,0.0,0.5488227501322142,False,20000,500,True,48.14887395850372,2.0,test_window_complete
dan_silenced,46,B,True,1.1067,26.778959462101348,right,3579417510,1392708965,28.595561584186196,-1.8074952433943432,0.0,0.5675285288719261,False,20000,500,True,47.25930407198443,2.0,test_window_complete
dan_silenced,47,A,True,0.9388000000000001,22.849403787731717,left,2275190673,2909142015,28.267284894777397,-3.887304331141504,0.0,0.559475244915053,False,20000,500,True,47.561545609322174,2.0,test_window_complete
dan_silenced,48,A,True,0.897,22.02579983102118,left,1630219979,672405161,27.286030432003265,-8.995565772874091,0.0,0.5597688907906426,False,20000,500,True,47.84340120423309,2.0,test_window_complete
dan_silenced,49,B,True,0.8645,21.12966350521737,right,706415061,3909842278,25.808457086690836,-11.221233491019659,0.0,0.574565009691776,False,20000,500,True,47.898100794182724,2.0,test_window_complete
dan_silenced,50,B,True,0.9025000000000001,21.985175282470145,right,3138274473,1013113302,23.55583250111986,5.543729847699771,0.0,0.5632288595883862,False,20000,500,True,47.693259485923825,2.0,test_window_complete
dan_silenced,51,A,True,0.8897,21.649785644977662,right,1980167153,2947531972,26.59117012603218,10.17557187034958,0.0,0.5833294768519514,False,20000,500,True,47.95705468090111,2.0,test_window_complete
dan_silenced,52,A,True,0.8972,21.95101582534289,left,4070402233,892660040,25.940992454146542,-11.042167005539676,0.0,0.5394359180498556,False,20000,500,True,48.010758163697915,2.0,test_window_complete
dan_silenced,53,none,False,,47.49847790137693,left,328832613,3744134835,28.772607897289664,0.8073431061868069,0.0,0.5687002064546735,False,20000,500,True,47.49847790137693,2.0,test_window_complete
dan_silenced,54,B,True,0.8909,21.736904168652828,right,834337713,3666744667,27.61196129444563,-7.91236443697321,0.0,0.5683969415859702,False,20000,500,True,47.90203487680185,2.0,test_window_complete
