condition,fly_id,choice,chose_b,odor_b_side,latency_s,distance,completed,weight_a,weight_b,random_seed
unpaired,89,B,True,left,17.75,2.4583956583572677,True,0.3905317844359687,0.38413197685910033,9318145439885275067
unpaired,90,A,False,left,19.700000000000003,2.5599784277166613,True,0.3744203619366573,0.40049373332002525,6666173574627872030
unpaired,91,A,False,left,16.75,2.1309746110787593,True,0.3867335124720751,0.3879962572774342,9259129196133725228
unpaired,92,B,True,right,16.1,2.1007344751212336,True,0.37395003257952986,0.40055825592076516,4854835079418318869
unpaired,93,A,False,left,15.0,2.1869404768807543,True,0.38292996030220783,0.39177385329295245,16021119113010445412
unpaired,94,B,True,right,18.650000000000002,2.5896388837593216,True,0.37437590707119556,0.4001925352034762,14872299071998430449
unpaired,95,B,True,left,21.0,2.687152301141078,False,0.39858126617482886,0.3765470670870828,10863830982188908433
unpaired,96,A,False,left,21.0,2.655772189262206,False,0.36897925005956456,0.40556862583113595,12958204743809418424
unpaired,97,B,True,left,21.0,2.585579626760563,False,0.41425143035852163,0.3597787029171551,10176459950485369066
unpaired,98,B,True,left,17.150000000000002,2.691769566530913,True,0.3765609141136037,0.3983193445066096,6082433181678313287
unpaired,99,B,True,right,21.0,2.652505076304696,False,0.3756309526552923,0.39900785912432946,10568399710941460254
