fly_id,session,condition,weight_a,weight_b
12,2,unpaired,0.35463567837451065,0.36665328620548665
12,3,unpaired,0.3655614694541831,0.4089681373466454
13,0,unpaired,0.0,0.0
13,1,unpaired,0.2921095181268149,0.2578904818731851
13,2,unpaired,0.3710856222193797,0.3501618548684983
13,3,unpaired,0.4108720318173771,0.36355625925008056
14,0,unpaired,0.0,0.0
14,1,unpaired,0.2533766002544685,0.29662339974553154
14,2,unpaired,0.3387396205789743,0.38229343528217824
14,3,unpaired,0.3554426044673467,0.41862583117625995
15,0,unpaired,0.0,0.0
15,1,unpaired,0.24966438273131247,0.30033561726868757
15,2,unpaired,0.34064924443343764,0.3804256087847523
15,3,unpaired,0.3832041111872424,0.3914688690141406
16,0,unpaired,0.0,0.0
16,1,unpaired,0.2789194234814608,0.27108057651853923
16,2,unpaired,0.3725780038504512,0.3486818996646092
16,3,unpaired,0.40946210923179593,0.36496596255298885
17,0,unpaired,0.0,0.0
17,1,unpaired,0.3040794351796341,0.24592056482036598
17,2,unpaired,0.36200866320498193,0.35961733653547384
17,3,unpaired,0.4031650778314623,0.37156933803898906
18,0,unpaired,0.0,0.0
18,1,unpaired,0.29744338816312205,0.25255661183687805
18,2,unpaired,0.362906047808289,0.35856032415279093
18,3,unpaired,0.3630483365540836,0.4117119954791807
19,0,unpaired,0.0,0.0
19,1,unpaired,0.30277185278487434,0.24722814721512568
19,2,unpaired,0.3688759402601426,0.3525282615860086
19,3,unpaired,0.38491663199155,0.389818071928701
20,0,unpaired,0.0,0.0
20,1,unpaired,0.2629256127795597,0.2870743872204403
20,2,unpaired,0.36242562965799474,0.3589570103606876
20,3,unpaired,0.41368685550639184,0.3609447172783733
21,0,unpaired,0.0,0.0
21,1,unpaired,0.2867277241538757,0.26327227584612434
21,2,unpaired,0.3576983576295047,0.3636948328391947
21,3,unpaired,0.393214907470224,0.38148806368873434
22,0,unpaired,0.0,0.0
22,1,unpaired,0.30424763107990155,0.2457523689200985
22,2,unpaired,0.388399342081124,0.33245532860858373
22,3,unpaired,0.4023576791509487,0.3720662529308358
23,0,unpaired,0.0,0.0
23,1,unpaired,0.25008865040433526,0.2999113495956648
23,2,unpaired,0.3246730523215112,0.39601127527416724
23,3,unpaired,0.3819861600092354,0.39284051255992614
24,0,unpaired,0.0,0.0
24,1,unpaired,0.3055298320991065,0.24447016790089354
24,2,unpaired,0.3773838682702083,0.3438063307543854
24,3,unpaired,0.39474195971404924,0.37987223221344735
25,0,unpaired,0.0,0.0
25,1,unpaired,0.288519989713448,0.26148001028655204
25,2,unpaired,0.34333652591021013,0.3782747584674879
25,3,unpaired,0.4018602859094965,0.3732821513695027
26,0,unpaired,0.0,0.0
26,1,unpaired,0.25458286313159806,0.295417136868402
26,2,unpaired,0.3422501399682793,0.37885752819650653
26,3,unpaired,0.3823555395436931,0.39229166019350625
27,0,unpaired,0.0,0.0
27,1,unpaired,0.2770100916041954,0.27298990839580467
27,2,unpaired,0.34290252576240987,0.37843424144829874
27,3,unpaired,0.35392527572523425,0.420269035790544
28,0,unpaired,0.0,0.0
28,1,unpaired,0.28561754315286225,0.2643824568471378
28,2,unpaired,0.33874181460933733,0.3828375392036548
28,3,unpaired,0.37027901359393156,0.40428884692422684
29,0,unpaired,0.0,0.0
29,1,unpaired,0.29178986016061303,0.258210139839387
29,2,unpaired,0.3417378948194864,0.3799996490621566
29,3,unpaired,0.3903699994282722,0.38463776858454907
30,0,unpaired,0.0,0.0
30,1,unpaired,0.25464945712794157,0.2953505428720585
30,2,unpaired,0.332447116346858,0.3884648810053889
30,3,unpaired,0.4008596227458727,0.3744026972700196
31,0,unpaired,0.0,0.0
31,1,unpaired,0.2896880035830064,0.26031199641699365
31,2,unpaired,0.38240787450221336,0.33866584995184495
31,3,unpaired,0.3951314453990372,0.37948622026764983
32,0,unpaired,0.0,0.0
32,1,unpaired,0.2942255021001554,0.25577449789984463
32,2,unpaired,0.35676649222605905,0.364766979111939
32,3,unpaired,0.36605501647419203,0.4085886541373361
33,0,unpaired,0.0,0.0
33,1,unpaired,0.250785146924205,0.29921485307579504
33,2,unpaired,0.36907368963886117,0.35267241871580157
33,3,unpaired,0.3740289761177922,0.40090558580661045
34,0,unpaired,0.0,0.0
34,1,unpaired,0.27190312096623404,0.278096879033766
34,2,unpaired,0.33445480544496453,0.38676880029936733
34,3,unpaired,0.4009483020690108,0.37434330531906823
35,0,unpaired,0.0,0.0
35,1,unpaired,0.2680154753065761,0.28198452469342394
35,2,unpaired,0.3727858941244303,0.3486181418675023
35,3,unpaired,0.39338590146129404,0.38128780501884063
36,0,unpaired,0.0,0.0
36,1,unpaired,0.2982666152599389,0.25173338474006113
36,2,unpaired,0.38072646044710934,0.34033915580134105
36,3,unpaired,0.4172013971125994,0.3569297428410265
37,0,unpaired,0.0,0.0
37,1,unpaired,0.2529975277265267,0.2970024722734734
37,2,unpaired,0.36550934505391963,0.3560992528268607
37,3,unpaired,0.37869426421934094,0.39610582176846265
38,0,unpaired,0.0,0.0
38,1,unpaired,0.24668892083035077,0.3033110791696493
38,2,unpaired,0.3312083416189888,0.3896146900306393
38,3,unpaired,0.3493941004917603,0.42435678828510653
39,0,unpaired,0.0,0.0
39,1,unpaired,0.2906198004626491,0.2593801995373509
39,2,unpaired,0.35175902338729165,0.36978402389044085
39,3,unpaired,0.36059740063337076,0.4139178189597283
40,0,unpaired,0.0,0.0
40,1,unpaired,0.2483820033071543,0.3016179966928457
40,2,unpaired,0.3322269040187913,0.38863180222689214
40,3,unpaired,0.3637800998866253,0.41040895496559926
41,0,unpaired,0.0,0.0
41,1,unpaired,0.24698518239799583,0.30301481760200427
41,2,unpaired,0.3445146704572627,0.37667413326115695
41,3,unpaired,0.40229256515872996,0.37268555415100907
42,0,unpaired,0.0,0.0
42,1,unpaired,0.26513849155159447,0.2848615084484056
42,2,unpaired,0.3742675004682296,0.34720571539564615
42,3,unpaired,0.4078155313159794,0.36668407666603486
43,0,unpaired,0.0,0.0
43,1,unpaired,0.3016433732257291,0.24835662677427095
43,2,unpaired,0.3945286750283331,0.326171971782127
43,3,unpaired,0.38235596298135477,0.3928133402576717
44,0,unpaired,0.0,0.0
44,1,unpaired,0.2942161497528335,0.25578385024716654
44,2,unpaired,0.3752347018169204,0.34594403307154714
44,3,unpaired,0.37107140864431143,0.4038862885101411
45,0,unpaired,0.0,0.0
45,1,unpaired,0.28419950107174763,0.2658004989282524
45,2,unpaired,0.38152843558087546,0.3396165269617988
45,3,unpaired,0.4176172798913982,0.35651982186965614
46,0,unpaired,0.0,0.0
46,1,unpaired,0.2586719078796325,0.29132809212036753
46,2,unpaired,0.36855813086172096,0.35298111593548875
46,3,unpaired,0.3723197618970772,0.40255521971256836
47,0,unpaired,0.0,0.0
47,1,unpaired,0.2880156030130764,0.26198439698692366
47,2,unpaired,0.3692747705446451,0.35198587277063087
47,3,unpaired,0.37274891499305174,0.40205476397233697
48,0,unpaired,0.0,0.0
48,1,unpaired,0.2570448743140315,0.29295512568596854
48,2,unpaired,0.3735149034004464,0.3481475349401724
48,3,unpaired,0.36810638278574664,0.4069846145633593
49,0,unpaired,0.0,0.0
49,1,unpaired,0.2582974297312012,0.2917025702687989
49,2,unpaired,0.33132041409002966,0.3896162272987411
49,3,unpaired,0.3826373977986225,0.3921366574095484
50,0,unpaired,0.0,0.0
50,1,unpaired,0.2898147606501566,0.2601852393498434
50,2,unpaired,0.34831045227939844,0.37326573021992726
50,3,unpaired,0.3969201424118646,0.3780089206635301
51,0,unpaired,0.0,0.0
51,1,unpaired,0.29493433101796257,0.2550656689820375
51,2,unpaired,0.3481982252030738,0.3735205326971104
51,3,unpaired,0.39861049614513566,0.37638847270301967
52,0,unpaired,0.0,0.0
52,1,unpaired,0.2794233741779589,0.27057662582204106
52,2,unpaired,0.34320582133573524,0.37817877269269473
52,3,unpaired,0.3919164959616982,0.3829785860808928
53,0,unpaired,0.0,0.0
53,1,unpaired,0.26499535250346345,0.2850046474965366
53,2,unpaired,0.35499482693136103,0.366291663379988
53,3,unpaired,0.3638351482213743,0.4106898328309966
54,0,unpaired,0.0,0.0
54,1,unpaired,0.27975876106746506,0.270241238932535
54,2,unpaired,0.3392166659497927,0.38219388698863127
54,3,unpaired,0.37311066368337087,0.40146643513946323
55,0,unpaired,0.0,0.0
55,1,unpaired,0.30467121577120265,0.24532878422879742
55,2,unpaired,0.36490520983506347,0.3566488956183104
55,3,unpaired,0.39529114865661963,0.37941348330175473
56,0,unpaired,0.0,0.0
56,1,unpaired,0.2578723985262603,0.2921276014737398
56,2,unpaired,0.33163720049635226,0.3892986917458544
56,3,unpaired,0.3848269774220786,0.390004524693108
57,0,unpaired,0.0,0.0
57,1,unpaired,0.2685196890705989,0.2814803109294011
57,2,unpaired,0.3618858654249949,0.3594396028097326
57,3,unpaired,0.3828506738398621,0.3918153618838318
58,0,unpaired,0.0,0.0
58,1,unpaired,0.30056254323458026,0.2494374567654198
58,2,unpaired,0.3697255970321738,0.35162401397569126
58,3,unpaired,0.40133901926656657,0.3732332339613482
59,0,unpaired,0.0,0.0
59,1,unpaired,0.2891809526362378,0.26081904736376227
59,2,unpaired,0.35140884281016893,0.3701078226688319
59,3,unpaired,0.3836691423812125,0.39105339279464335
60,0,unpaired,0.0,0.0
60,1,unpaired,0.30188012698866534,0.24811987301133473
60,2,unpaired,0.3644198891456921,0.35709062364170535
60,3,unpaired,0.39491008839344716,0.37978458517199115
61,0,unpaired,0.0,0.0
61,1,unpaired,0.2506468800638661,0.29935311993613395
61,2,unpaired,0.3652273683043209,0.35643121792255605
61,3,unpaired,0.37840564215536404,0.39640734757542045
62,0,unpaired,0.0,0.0
62,1,unpaired,0.29280884703443444,0.2571911529655656
62,2,unpaired,0.343023835959255,0.37872546600346013
62,3,unpaired,0.381122140103079,0.3936956076449655
63,0,unpaired,0.0,0.0
63,1,unpaired,0.298666200669976,0.25133379933002403
63,2,unpaired,0.3848149113938413,0.33615370603327216
63,3,unpaired,0.40277652499152305,0.3716444217608958
64,0,unpaired,0.0,0.0
64,1,unpaired,0.2749621293383975,0.27503787066160257
64,2,unpaired,0.37999061944857754,0.34130980609914896
64,3,unpaired,0.3815399674987605,0.3933969924165601
65,0,unpaired,0.0,0.0
65,1,unpaired,0.29579277302618395,0.2542072269738161
65,2,unpaired,0.38432616679686205,0.33666746857055946
65,3,unpaired,0.3866439635691906,0.3881842736564145
66,0,unpaired,0.0,0.0
66,1,unpaired,0.287970476580083,0.2620295234199171
66,2,unpaired,0.3651944309101538,0.3561188206455743
66,3,unpaired,0.41149391681464387,0.3630575478797853
67,0,unpaired,0.0,0.0
67,1,unpaired,0.294027046841739,0.2559729531582611
67,2,unpaired,0.38780401025646977,0.3331351763399059
67,3,unpaired,0.419450456367522,0.3545038436648813
68,0,unpaired,0.0,0.0
68,1,unpaired,0.2515877211928968,0.29841227880710325
68,2,unpaired,0.36457783379166137,0.35704291543581146
68,3,unpaired,0.40909465745254614,0.36557859348325167
69,0,unpaired,0.0,0.0
69,1,unpaired,0.2690724215483624,0.2809275784516376
69,2,unpaired,0.3806096963847132,0.34082168117262035
69,3,unpaired,0.4038496342698597,0.3706783616129776
70,0,unpaired,0.0,0.0
70,1,unpaired,0.2581551345422477,0.2918448654577524
70,2,unpaired,0.3627729735537242,0.3586818935631754
70,3,unpaired,0.37073616417029126,0.40400086792731754
71,0,unpaired,0.0,0.0
71,1,unpaired,0.29107063152565604,0.258929368474344
71,2,unpaired,0.3911486030957686,0.32977291188424784
71,3,unpaired,0.4175274258367902,0.3564571041011637
72,0,unpaired,0.0,0.0
72,1,unpaired,0.2752078143745415,0.27479218562545854
72,2,unpaired,0.36360086818847065,0.3576982431971836
72,3,unpaired,0.38861604655415605,0.386035393224229
73,0,unpaired,0.0,0.0
73,1,unpaired,0.2889285965325563,0.2610714034674437
73,2,unpaired,0.3708093017419246,0.3504327429997145
73,3,unpaired,0.40493143438474416,0.3695622871859482
74,0,unpaired,0.0,0.0
74,1,unpaired,0.2746310430953094,0.27536895690469065
74,2,unpaired,0.35686926433308824,0.36442911341372203
74,3,unpaired,0.3945657192511937,0.38012012973274273
75,0,unpaired,0.0,0.0
75,1,unpaired,0.3040127060189749,0.2459872939810251
75,2,unpaired,0.38279094693135063,0.33822804058764616
75,3,unpaired,0.3893416643656235,0.38539838273884686
76,0,unpaired,0.0,0.0
76,1,unpaired,0.25628457356611123,0.2937154264338888
76,2,unpaired,0.3590413703887869,0.3623769114701574
76,3,unpaired,0.40515948990163597,0.36956103984610156
77,0,unpaired,0.0,0.0
77,1,unpaired,0.302094770756609,0.247905229243391
77,2,unpaired,0.34704484125627355,0.37494128790392406
77,3,unpaired,0.38451147600445845,0.39039827849798686
78,0,unpaired,0.0,0.0
78,1,unpaired,0.3044256065290437,0.24557439347095628
78,2,unpaired,0.3856031647707707,0.33533380848962835
78,3,unpaired,0.41723367340774553,0.35680114187305223
79,0,unpaired,0.0,0.0
79,1,unpaired,0.25658853944943233,0.2934114605505677
79,2,unpaired,0.3439600977798327,0.3771815410141958
79,3,unpaired,0.36534113456808115,0.4090093122857268
80,0,unpaired,0.0,0.0
80,1,unpaired,0.27277326936070806,0.277226730639292
80,2,unpaired,0.36485155695080007,0.3564595069211229
80,3,unpaired,0.3924451954764746,0.3821956421452901
81,0,unpaired,0.0,0.0
81,1,unpaired,0.28299936184584296,0.2670006381541571
81,2,unpaired,0.38648074497262175,0.33464098223121597
81,3,unpaired,0.41114884651889205,0.3631030381342188
82,0,unpaired,0.0,0.0
82,1,unpaired,0.26980815779273754,0.2801918422072625
82,2,unpaired,0.36142943254906723,0.3598857385356986
82,3,unpaired,0.37273926570994487,0.40192913812935005
83,0,unpaired,0.0,0.0
83,1,unpaired,0.29137621077067455,0.2586237892293255
83,2,unpaired,0.36806880270321285,0.3532250665880598
83,3,unpaired,0.37187744354649155,0.4029159737658319
84,0,unpaired,0.0,0.0
84,1,unpaired,0.26814011911049385,0.2818598808895062
84,2,unpaired,0.3334958984669996,0.38764002171943845
84,3,unpaired,0.3695277395642952,0.4049046023264603
85,0,unpaired,0.0,0.0
85,1,unpaired,0.2600267351260728,0.28997326487392716
85,2,unpaired,0.33515487475913,0.3858645987377772
85,3,unpaired,0.39767815381049576,0.37743730836755424
86,0,unpaired,0.0,0.0
86,1,unpaired,0.291358448831703,0.25864155116829707
86,2,unpaired,0.3472891855522777,0.37434352291408335
86,3,unpaired,0.3955441686996642,0.3794055400265667
87,0,unpaired,0.0,0.0
87,1,unpaired,0.2710294855137058,0.27897051448629423
87,2,unpaired,0.34933872872199,0.3719233200425001
87,3,unpaired,0.384276873742056,0.39038427093346284
88,0,unpaired,0.0,0.0
88,1,unpaired,0.2600518614202948,0.28994813857970525
88,2,unpaired,0.3656928794235072,0.355775499996946
88,3,unpaired,0.3921152666819179,0.38257545810172594
89,0,unpaired,0.0,0.0
89,1,unpaired,0.2988225285421141,0.25117747145788594
89,2,unpaired,0.37335361189043764,0.3478880908681323
89,3,unpaired,0.3905317844359687,0.38413197685910033
90,0,unpaired,0.0,0.0
90,1,unpaired,0.2561936603414832,0.2938063396585169
90,2,unpaired,0.370028674902669,0.3515933470175739
90,3,unpaired,0.3744203619366573,0.40049373332002525
91,0,unpaired,0.0,0.0
91,1,unpaired,0.2523365625124824,0.29766343748751767
91,2,unpaired,0.3422067030044854,0.37890060495815514
91,3,unpaired,0.3867335124720751,0.3879962572774342
92,0,unpaired,0.0,0.0
92,1,unpaired,0.24634974049168248,0.3036502595083176
92,2,unpaired,0.32630276693043697,0.39438125731995355
92,3,unpaired,0.37395003257952986,0.40055825592076516
93,0,unpaired,0.0,0.0
93,1,unpaired,0.27341160540163717,0.2765883945983629
93,2,unpaired,0.3427757528475878,0.3784969432608858
93,3,unpaired,0.38292996030220783,0.39177385329295245
94,0,unpaired,0.0,0.0
94,1,unpaired,0.2691776165022442,0.28082238349775585
94,2,unpaired,0.3532208835441317,0.3680505542987007
94,3,unpaired,0.37437590707119556,0.4001925352034762
95,0,unpaired,0.0,0.0
95,1,unpaired,0.24503845041903227,0.3049615495809677
95,2,unpaired,0.3344150330613752,0.3864952999898801
95,3,unpaired,0.39858126617482886,0.3765470670870828
96,0,unpaired,0.0,0.0
96,1,unpaired,0.2876824652302479,0.26231753476975217
96,2,unpaired,0.34554923617569033,0.3760101604906676
96,3,unpaired,0.36897925005956456,0.40556862583113595
97,0,unpaired,0.0,0.0
97,1,unpaired,0.2983959082659166,0.2516040917340834
97,2,unpaired,0.39587554424933835,0.32483454305057324
97,3,unpaired,0.41425143035852163,0.3597787029171551
98,0,unpaired,0.0,0.0
98,1,unpaired,0.2989634734614116,0.25103652653858843
98,2,unpaired,0.375262119468785,0.3459348704020122
98,3,unpaired,0.3765609141136037,0.3983193445066096
99,0,unpaired,0.0,0.0
99,1,unpaired,0.2757371110945377,0.27426288890546235
99,2,unpaired,0.335205213967886,0.38611328760932073
99,3,unpaired,0.3756309526552923,0.39900785912432946
