condition,fly_id,choice,completed,latency_s,distance_mm,odor_b_side,random_seed,circuit_seed,last_x_mm,last_y_mm,weight_a,weight_b,physical_training,physics_ticks,control_updates
dan_silenced,39,B,True,0.8988,22.067681818036352,right,1220856037,1985799328,12.000331413630189,-4.666466312256792,0.0,0.5278405390315237,False,8988,390
dan_silenced,40,B,True,1.5611000000000002,37.20764092035545,left,2712757873,3806212997,20.570116962122288,2.501334225009781,0.0,0.551913458203127,False,15611,457
dan_silenced,41,A,True,0.9381,22.8299042173622,left,633531394,3071536981,13.19891985886822,-2.502912022448411,0.0,0.5167413376734672,False,9381,394
dan_silenced,42,none,False,,47.520412211731234,right,1088153248,896331821,28.698497974235227,-0.8966409487064636,0.0,0.5778738151580802,False,20000,500
dan_silenced,43,A,True,0.9058,22.187449908281057,right,2276546063,658987709,12.002389534357334,4.38675027352737,0.0,0.5486392311681991,False,9058,391
dan_silenced,44,none,False,,47.405388492360224,left,2066014223,274102084,8.518824244566535,-22.91807176005017,0.0,0.5482853163844758,False,20000,500
dan_silenced,45,B,True,1.024,24.989530534880206,left,1516483357,3398928728,12.001591991071574,7.554210033404661,0.0,0.5488227501322142,False,10240,403
dan_silenced,46,B,True,1.1067,26.778959462101348,right,3579417510,1392708965,15.69350113275629,-2.500485302976968,0.0,0.5675285288719261,False,11067,411
dan_silenced,47,A,True,0.9388000000000001,22.849403787731717,left,2275190673,2909142015,13.04032056808028,-2.502557430066684,0.0,0.559475244915053,False,9388,394
dan_silenced,48,A,True,0.897,22.02579983102118,left,1630219979,672405161,12.000957132510514,-4.362391605477339,0.0,0.5597688907906426,False,8970,390
dan_silenced,49,B,True,0.8645,21.12966350521737,right,706415061,3909842278,12.000131622774346,-2.892955436503948,0.0,0.574565009691776,False,8645,387
dan_silenced,50,B,True,0.9025000000000001,21.985175282470145,right,3138274473,1013113302,12.000630508019881,-4.115329074860989,0.0,0.5632288595883862,False,9025,391
